id,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,label
170,adobe_61028030dg_glp_pdf_gen_psdistiller_lnx_cd_clp_tlp_72,,20.0,h2201722_microsoft_office_project_server_2007_media_volume_cd_win_english,,23.48,?
171,modeless_software_liquid_ledger_personal_finance,,71.99,mother_goose_interactive_storybook,,8.95,?
172,elementary_advantage_2008,encore,39.99,encore_software_12360_elementary_advantage_2008_win_2000_xp_vista,,34.97,?
173,steinberg_wavelab_studio_6_audio_editing_software_competitive_crossgrade_music_production_software,,199.95,language_guide_for_nuvi_350,,79.95,?
174,punch_software_90500_home_design_studio_mac,punch_software,135.99,microsoft_office_and_windows_training_professional,,29.99,?
175,panda_internet_security_2007_panda_software,,49.99,amy_grant_yamaha_amy_grant_the_collection_smart_pianosoft,,14.86,?
176,liquid_ledger_personal_finance,csdc,79.99,csdc_liquid_ledger_personal_finance_modeless_software,,71.01,?
177,t3558a_hp_storageworks_secure_path_for_hpux_workgroup_edition_v_30_c_complete,,66453.82,microsoft_r_project_standard_2007,,599.95,?
178,morpheus_photo_animation_suite,smithmicrosoftwareinc,49.99,quickstart_pc_cleaner_xp,,8.95,?
179,corel_ulead_dvd_moviefactory_6_software_for_windows_authoring_software,,49.95,elementary_school_space_the_universe_pcmac_fogware,,9.99,?
180,p7200473_microsoft_windows_server_enterprise_edition_license_software_assurance_1_u,,3282.33,blank_laser_checks,,54.99,?
181,snap_8_player_poker_5_pack,topics_entertainment,29.06,topics_entertainment_cs50613_snap_8_player_poker_5_pack,,18.99,?
182,encore_software_10655_hoyle_bridge_win_98_me_2000_xp,,7.69,maudio_pro_tools_mpowered_mpowered_73_software_music_production_software,,249.0,?
183,encyclopedia_britannica_profiles_dinosaurs_jewel_case,atari,9.99,avanquest_usa_llc_system_care_professional,,43.32,?
184,photo_explosion_deluxe_30,nova_development,49.99,avid_xpress_pro_video_editing_software_for_mac_and_windows_professional_editing_software,,1449.0,?
185,adobe_photoshop_cs3_upgrade_mac,adobe,199.0,prey,aspyr_media,39.99,?
186,encore_software_11580_monopoly_with_bonus_risk_win_98_me_2000_xp,,18.97,adobe_audition_20_audio_production_software_educational_discount_audio_software_for_video,adobeeducationbox,148.95,?
187,pearson_education_book_the_photoshop_cs2_book_for_digital_photographers_photoshop_software,,44.95,aec_software_10101090220000101_aec_fasttrack_schedule_v_90_complete_product_project_managementversion_control_1_user_s_complete_product_standard_mac,,348.97,?
188,i_copy_dvds_2_ultra_edition,,29.9,csdc_x3mac_x3_reunion_virtual_programming_ltd_mac_104_or_later_ub,csdc,42.6,?
189,ron_carter_herbie_hancock_billy_cobham_view_video_herbie_hancock_trio_hurricane,,14.86,microsoft_windows_server_2003_client_additional_license_for_devices_5_pack,microsoft,209.0,?
190,spring_cleaning_90_for_mac_os_104_above,aladdin_systems,49.99,got_game_entertainment_exclusive_00050_scratches_directors_cut,,15.58,?
191,webroot_spysweeper_antispyware_3_user,webroot_software,39.99,webroot_software_65210_spy_sweeper_3_pc,webroot_software,31.99,?
192,window_washer,navarre_software,29.95,webroot_software_window_washer,,29.99,?
193,sims_complete,aspyr_media,49.99,microsoft_onenote_2007_upgrade,microsoft,79.95,?
194,tune_1000_bee_gees_songs_made_famous_by_the_bee_gees,,18.5,emedia_eg03014_bass_method_os_x,emedia,53.99,?
195,turbosketch_tm_studio,,89.99,century_software_ttpl1_century_tinyterm_plus_v_40_complete_product_connectivitydata_acess_1_user_s_complete_product_standard_english_pc,,188.97,?
196,crayola_first_ladies_costume_maker,encore_software,19.95,onone_software_essentials_for_adobe_photoshop_elements_version_2_full,,59.33,?
197,laughingbird_the_logo_creator,,34.99,stuffit_deluxe_v_100_mac,smithmicrosoftware,79.99,?
198,cinescore_professional_soundtrack_edition,sonypicturesdigitalentertainment,249.95,rob_mullins_yamaha_welcome_to_planetmullins_pianosoft_plus_audio,,29.4,?
199,encore_software_11273_hasbro_family_collection_2006_sb_cs_by_hasbro,,17.97,clickart_fonts_2006_by_encore,encore_software,19.99,?
200,hp_sp_linux_we_50_liccd_30_c_t3586a,hewlettpackard_consumables,,sp_linux_we_50_liccd_30_c,,69216.95,?
201,adobe_systems_inc_adobe_acrobat_80_professional_upsell_stdpro,,157.36,adobe_acrobat_standard_80,adobe,449.99,?
202,kaplan_satactpsat_platinum_2007_winmac,topics_entertainment,49.99,sat_act_psat_2007_platinum,,29.85,?
203,i_copy_dvds_2_professional_edition,metoosoftware,69.99,i_copydvds_2_professional_edition,metoosoftware,27.9,?
204,microsoft_powerpoint_2004_upgrade_mac,microsoft,109.99,computrace_lojack_for_laptops_3_yr_subscription,,89.99,?
205,adobe_premiere_elements_30,adobe,161.73,adobe_premiere_elements_3_pc,,99.99,?
206,adobe_dreamweaver_cs3_upgrade_mac,adobe,199.0,adobe_dreamweaver_cs3_upgrade,,205.99,?
207,zoo_tycoon_2_mac,destineer,39.99,aspyr_zoo_tycoon_2,,38.99,?
208,notetaker_15,aquaminds,69.99,versacheck_r_gold_2005,,59.97,?
209,adobe_dreamweaver_cs3_upgrade,,205.99,alsoft_diskwarrior_for_intel,,89.99,?
210,abacus_software_s461_train_sim_modeller_for_pc,abacus_software,32.99,hallmark_card_studio_2004,,29.97,?
211,the_computrace_lojack_for_laptops_computer_tracking_and_loss_control_solution_by,lenovo,,sara_davis_buechner_george_gershwin_warsaw_concerto_second_rhapsody,,25.77,?
212,gods_lands_of_infinity_special_edition,strategy_first,29.99,amazing_spiderman_complete_comic_book_collection_winmac,git_corp,49.99,?
213,punch_super_home_suite,punch_software,49.99,punch_software_punch_super_home_suite,,49.95,?
214,topics_presents_ancient_civilizations_4_cd_set,topics_entertainment,29.99,topics_presents_ancient_civilizations,,12.9,?
215,scrabble,destineer,24.99,ufo_afterlight,topware_interactive,39.99,?
216,palo_alto_business_plan_pro_premier_2007,paloaltosoftware,199.0,palo_alto_software_bpdx_palo_alto_business_plan_2007_pro_premier_edition_complete_product_business_planning_1_user_complete_product_standard_pc,paloaltosoftware,184.97,?
217,intuit_inc_299529_qb_prem_mfg_whlesle_07_intuit_inc_299529,,335.99,corel_ulead_videostudio_11_plus_software_for_win_educational_license_authoring_software,,89.95,?
218,kids_power_fun_for_little_ones,topics_entertainment,19.99,family_tree_maker_version_16_deluxe,encore,69.95,?
219,stephen_webber_berklee_press_turntable_technique_the_art_of_the_dj_dvd,,18.5,autodesk_206100900009331_acad_mch_06_cg_frm_acad_lt200406_addseat_sub_re,,2900.26,?
220,microspot_interiors_mac_102_or_later,,99.95,passwords_plus_v_10_complete_package,,28.5,?
221,eovia_carrara_4_pro_winmac,eovia_corporation,599.99,shapes,school_zone,9.99,?
222,the_print_shop_22_deluxe_sb_cs_by_the_print_shop,encore_software,49.95,encore_software_10741_the_print_shop_22_deluxe_sb_cs_by_the_print_shop,,42.97,?
223,data_protection_suite,stomp_inc,69.99,data_protection_security_suite_2005,,59.9,?
224,crusader_kings,atari,19.99,atari_26162_crusader_kings_mb,,21.99,?
225,national_geographic_photo_gallery_jewel_case,topics_entertainment,9.99,national_geographic_photo_gallery_topics,,9.95,?
226,millie_s_math_house_ages_37_winmac,ibm_aapmiscparts,,wacky_bird_hunter,,8.95,?
227,microsoft_digital_image_suite_2006_plus_pinnacle_studio_100,microsoft,99.95,xbox_lego_star_wars,,19.95,?
228,backyard_sports_baseball_2007_for_pc,,19.99,avery_c32028_quick_clean_business_cards_220gsm_glossy_card_for_use_with,,21.22,?
229,punch_professional_home_design,punch_software,89.99,punch_software_14100_punch_professional_home_design_suite_for_windows,punch_software,62.99,?
230,master_serverupg,novastor_corporation,,master_serverupg,,174.99,?
231,usaworld_extreme_landscapes_bundle,abacus,39.95,abacus_usaworld_extreme_landscapes_bundle,,38.43,?
232,your_desktop_post_office_for_pc,stampscom,14.99,ghostsurf_2006_platinum,,14.95,?
233,microsoft_39400416_opens_exch_svr_exconn_lsa_qual,,22575.14,iview_mediapro_26_media_management,,155.99,?
234,vivaldi_s_musical_adventure_pod,fogware_publishing,9.95,media_made_easy_volume_3,,24.9,?
235,elementary_advantage_2008,encore_software,,cell_phone_software_solution,susteen,113.1,?
236,mastercook_deluxe_low_carb_edition,,17.9,xbox_live_1600_points,,19.99,?
237,quarkxpress_7_for_macwin,quark,1289.42,bethesda_software_12000_ihra_drag_racing_sportsman_edition_win_me_nt_2000_xp,,19.97,?
238,middle_school_success_essentials,topics_entertainment,29.99,topics_entertainment_middle_school_success_essentials,,17.55,?
239,01ssc6997_sonicwall_clientserver_antivirus_suite_subscription_license_3_years_10,,64740.21,wisdom_of_the_bible_holy_land_edition,hip_interactive,29.99,?
240,call_of_duty_2_dvdrom_mac,aspyr_media,49.99,encore_software_14080_q_bert_win_2000_xp_vista,,7.69,?
241,coreldraw_graphics_suite_x3_upgrade_win_98_me_nt_2000_xp_vista,,179.0,millies_math_house,ibm_aapmiscparts,9.9,?
242,intervideo_windvd_8_platinum,corel,69.99,easy_home_massage_dvd,,10.95,?
243,ce_software_4501eu01up35_quickeys_50_upgrade_from_3x,ce_software,41.5,encore_software_11290_scrabble_complete_win_98_me_xp,,7.69,?
244,peachtree_by_sage_complete_accounting_2007,sage_software,269.99,sage_software_peachtree_complete_accounting_2007_software_for_windows_tax_finance_software,,249.95,?
245,encore_software_10673_hoyle_casino_2007_win_98_me_2000_xp,,18.97,marine_aquarium_goldfish_screen_saver_by_encore_software,encore_software,,?
246,25510587_adobe_after_effects_cs3_professional_complete_package_1_user_dvd_win_c,,1054.23,practical_software_estimation_function_point_methods_for_insourced_and,,39.59,?
247,punch_software_17100_punch_super_home_suite,punch_software,45.99,marine_aquarium_sharks,encore_software,9.95,?
248,5325302018_snap_enterprise_data_replicator_license_1_server_linux_unix_win,,663.22,passwords_plus_10,dataviz,29.99,?
249,norton_internet_security_2008_10_user,symantec,199.99,norton_internet_security_2008_10_user,,199.99,?
250,microsoft_windows_vista_business_32bit_for_system_builders,microsoft,179.99,microsoft_windows_vista_business_32bit_oem,,149.99,?
251,adobe_creative_suite_cs3_master_collection_mac,adobe,2499.0,adobe_cs3_master_collection,,2499.99,?
252,steve_kaufman_homespun_flatpicking_banjo_tunes_a_guitarist_s_guide_to_hot_soloing,,22.13,windows_vista_ultimate_upgrade,,259.0,?
253,scrabble,destineer,24.99,digital_leisure_inc_dance_6_ejay,digitalleisureinc,24.91,?
254,route_66_route_canada_french,csdc,,csdc_route_66_route_canada_french,,35.98,?
255,final_draft_7_professional_scriptwriting_winmac,final_draft,289.99,emc_ju10a0075_emc_retrospect_75_disk_to_disk_windows_emc_insignia_retrospect_disktodisk_v_75_complete_package_1_server_cd_win_0093156011006,,266.92,?
256,disney_learning_1st2nd_grade_win,,13.61,roy_book_binder_homespun_blues_by_the_book_dvd_2,,22.13,?
257,various_artists_view_video_cuba_mia_portrait_of_an_allwoman_orchestra,,14.86,adobe_cs3_web_premium,,1659.99,?
258,steinberg_wavelab_studio_6_audio_editing_software_educational_discount_music_production_software,,149.95,121745_diskeeper_2007_pro_premier_edition_complete_package_10_workstations_dvd,,787.56,?
259,call_of_duty_deluxe_mac_dvd,aspyr_media,39.99,aspyr_call_of_duty_deluxe,,53.99,?
260,snap_kakuro,topics_entertainment,4.99,diskeeper_2007_professional,,46.95,?
261,multiplication_and_division_grades_34,school_zone,9.99,school_zone_interactive_multiplication_division_34_on_track_software,,9.45,?
262,great_invasions,strategy_first,39.99,ulysses_against_the_son_of_hercules_mv,,10.95,?
263,adventure_workshop_preschool_jewel_case,encore_software,29.99,iwork_06_mac_apple,,79.99,?
264,math_missions_the_race_to_spectacle_city_arcade_grades_k2,,8.49,gmp_data_rescue_license_24300,globalmarketingpartners,349.0,?
265,panda_software_filesecure2006_w_truprevent_10012k_2yr_b2fs6ggov,,20.0,backyard_sports_backyard_basketball_and_backyard_football,humongous_entertainment,19.99,?
266,acad_vegas_movie_studio_dvd_8_platinum,sonypicturesdigitalentertainment,,business_card_factory_deluxe_30,nova_development,29.99,?
267,dinosaurs,topics_entertainment,19.99,topics_presents_dinosaurs,,12.9,?
268,xbox_360_gears_of_war,,59.99,statistical_methods_in_software_engineering_reliability_and_risk_9780387988238,,99.0,?
269,54303927_microsoft_office_outlook_2007_media_volume_cd_win_english,,23.33,micromat_podlock_mac,micromat,69.0,?
270,school_zone_interactive_vocabulary_puzzles_1_on_track_software,,9.45,microsoft_digital_image_suite_2006_plus_pinnacle_studio_100,microsoft,99.95,?
271,nero_8_ultra_edition,nero_inc,99.95,nero_inc_nero_8_ultra_edition,,88.83,?
272,instant_play_electric_guitar_jewel_box,topics_entertainment,6.99,emc_securid_appl_mnt_ent_ext_23mo_per_u_50057500_app0007500ee23,,23.0,?
273,treasure_mathstorm,thelearningcompany,9.9,weekly_reader_mastering_elementarymiddle_school_math_learning,fogware_publishing,19.99,?
274,timbuktu_remote_control_softwre_10_licenses_for_windows,netopia,,zonealarm_antispyware,zone_labs,29.99,?
275,vivaldi_s_musical_adventure_pod,fogware_publishing,9.95,r1800144_microsoft_windows_server_license_software_assurance_1_cal_open_business,,41.58,?
276,clip_art_and_more_250_000_jewel_case,imsi_design,,clipart_more_250000_jc,,9.9,?
277,procurve_mobility_manager_10_is_a_plugin_module_for_procurve_manager_plus_20,hewlett_packard,,laplink_software_pafgpcmv01000p0rtpen_laplink_pcmover_complete_product_desktop_management_2_computer_s_complete_product_standard_english_pc,,39.97,?
278,digital_video_and_audio_production_book_for_vegas_7_dvd,sonypicturesdigitalentertainment,49.35,digital_video_audio_prod_book,sony_creative_software,27.99,?
279,microsoft_productivity_pack_for_windows_mobile,microsoft,29.99,mastercook_deluxe_low_carb_edition,,17.9,?
280,peachtree_r_compatible_laser_checksaccounting_for_windows_versions_357_0,,106.29,webroot_software_inc_31250_spy_sweeper_spanish,,24.81,?
281,marcy_marxer_cathy_fink_homespun_video_making_and_playing_homemade_instruments,,14.86,finaldraft_scriptwriter_s_suite_25_screenwriting_software_macwin_screen_writing_software,,279.95,?
282,jewels_of_cleopatra,encore_software,19.95,encore_software_11861_jewels_of_cleopatra_win_xp_vista,,18.97,?
283,instant_immersion_german_v2_0_pc_mac,topics_entertainment,29.99,cakewalk_project5_version_2,cakewalk,259.0,?
284,onone_essentials_for_adobe_photoshop_elements,onone_software,59.95,onone_software_ele10211_on1_essentials_v_10_for_photoshop_elements_complete_product_graphicsdesigning_1_user_complete_product_standard_english_pc_mac,,50.97,?
285,textbridge_pro_11_5u_license_xp,nuance_communications_inc,,panda_software_antivirus_firewall_2008_windows,panda_software,,?
286,jumpstart_1st_grade,knowledge_adventure,,clifford_reading_pack_dvd_box,scholastic,19.99,?
287,firstedge_v_20_mac,myob_us,99.95,3d_home_architect_landscape_v_8_by_encore_software,encore_software,39.99,?
288,contentbarrier_x4_104_single_user_mac,intego,49.99,cadktpr10u150_ca_desktop_protection_suite_v_15_complete_package_10_additional_user,,424.93,?
289,corel_dvd_moviefactory_60_plus,corel,79.99,micromat_tech_tool_pro_45,,82.99,?
290,onone_essentials_for_adobe_photoshop_elements_version_2_full,onone_software,59.95,appleworks_629,apple,79.0,?
291,quickbooks_pos_pro_multistore_60,intuit_inc,1399.95,qb_pos_60_pro_multi_store_sw,intuit,1054.99,?
292,encore_software_11272_hasbro_family_collection_2006_win_98_me_2000_xp,,18.97,bling_software_limited_safekeeper_plus,,34.75,?
293,acrobat_professional_8_windows,adobe,273.0,sos_aggregation_company_brain_builder_core_learning,,15.91,?
294,emc_securid_appl_mnt_base_std_6mo_per_u_15052k_app0002000bs6,,14.0,ilife_06_mac_apple_ma166za,,47.8,?
295,holdan_edius_nx_express_for_hdv_realtime_dv_hdv_video_production,,1232.58,airline_tycoon_deluxe,topware_interactive,19.99,?
296,sony_playstation_2_mortal_combat_armageddon,,19.99,vcomm_system_suite_professional_7,avanquest,49.95,?
297,digital_video_audio_prod_book,sonypicturesdigitalentertainment,27.5,apple_iwork_06_family_pack_software_apple_mac_software,,99.0,?
298,recam_remote_monitoring_software,mobitechnologiesinc,129.0,mobicam_70008_monitoring_and_notification_software,mobitechnologiesinc,89.69,?
299,apple_iwork_06_family_pack_mac_dvd_older_version,apple,99.0,reel_deal_casino_quest_win_95_98_me_2000_xp,,19.95,?
300,zoo_tycoon_for_windows,,25.99,encore_software_11050_hoyle_4pack_2006_win_98_me_2000_xp,,18.97,?
301,instant_immersion_german_v2_0_pc_mac,topics_entertainment,29.99,encore_software_13851_tlc_blues_clues_preschool_learning_system_2008,,17.97,?
302,ringtone_media_studio_pc_avanquest,,19.99,encore_software_14111_jeopardy_deluxe,,17.97,?
303,adobe_soundbooth_cs3_academic,,95.99,encore_software_10941_scoobydoo_frights_camera_mystery_sb_cs_by_riverdeep,,17.97,?
304,simply_put_software_data_eliminator,simplyputsoftware,,simply_put_software_llc_de905s_data_elminator_win_95_98_me_nt_2000_xp,simplyputsoftware,34.97,?
305,quicken_2007_deluxe_win_cd,intuit,57.99,sibelius_photoscore_professional_scanning_software_music_production_software,sibeliussoftwareltd,179.95,?
306,adobe_cs3_web_standard_upsell,,819.99,high_school_advantage_2007,encore_software,29.95,?
307,microsoft_r_project_standard_2007,,599.95,myob_premier_accounting_for_small_business_2007windows,,289.99,?
308,final_draft_7syd_field_s_screenwriting_workshop_dvd_bundle,final_draft,249.99,sudoku_for_kids,,9.99,?
309,symantec_norton_antivirus_2007_windows,,39.99,quicken_2007_premier,intuit,79.95,?
310,emedia_intermediate_guitar_method_os_x,emedia,59.99,emedia_eg04025_intermediate_guitar_method_complete_package,emedia,53.99,?
311,adobe_creative_suite_cs3_web_premium_upgrade_mac,adobe,499.0,sony_media_software_acid_music_studio_7_software_music_production_software,,69.95,?
312,home_budget_for_dummies,atari,,apple_garageband_jam_pack_remix_tools,,95.99,?
313,encore_software_11190_scrabble_win_98_me_2000_xp,,18.97,cd72ar1k9_cisco_ios_enterprisesnasw_ipsec_3des_complete_package_cd,,10576.76,?
314,adobe_creative_suite_cs3_production_premium,adobe,1699.0,abacus_national_parks_enhanced_scenery,,17.55,?
315,instant_immersion_language_lab_deluxe_edition,topics_entertainment,,instant_immersion_language_lab_deluxe_edition,,14.9,?
316,nintendo_gamecube_the_legend_of_zelda_twilight_princess,,49.99,magix_webradio_recorder_pc_magix_entertainment,,24.99,?
317,john_deere_welcome_to_merriweather_farm,globalsoftwarepublishing,19.99,john_deere_welcome_to_merriweather_farm_by_bold_games,globalsoftwarepublishing,21.99,?
318,re_launch_piano_wizard_premier_w49e_keystation,,161.99,zoo_tycoon_2_marine_mania_expansion,microsoft,19.99,?
319,aspyr_sims_2_nightlife_expansion_pack,,35.99,11105947_symantec_backup_exec_11d_for_windows_small_business_server_standard_w_continu,,479.12,?
320,punch_software_10602_concepts_2d_cad_design,,38.97,final_draft_av_25_winmac,final_draft,199.99,?
321,pdf_converter_professional_v4_english,nuance_communications_inc,99.99,bias_deck_le_35_macintosh_cd,bias,99.0,?
322,stuffit_deluxe_11,aladdin_systems,79.99,corefx_three_level,core_learning,59.95,?
323,photostudio_r_expressions_20,,29.99,abacus_software_s568_vietnam_carrier_ops,abacus_software,28.99,?
324,3_great_games_for_guys,dreamcatcher_interactive,29.99,cute_ftp,tri_synergy,39.99,?
325,punch_professional_home_design_suite,punch_software,69.99,punch_software_35100_punch_professional_home_design_suite_small_box,punch_software,62.99,?
326,apple_final_cut_studio_2_production_suite_for_mac_av_production_software,,1298.95,adobe_creative_suite_cs3_web_standard_upsell_mac,adobe,799.0,?
327,microsoft_windows_vista_home_basic_upgrade_dvd,microsoft,99.95,microsoft_windows_vista_home_basic_upgrade_pc,,99.99,?
328,riding_academy_jump_ride,viva_media,19.99,viva_media_llc_riding_academy_jump_ride,,17.55,?
329,arcmedia_spelling_bee_windowsmacintosh,arcmedia,24.95,steve_kaufman_homespun_the_art_of_guitar_crosspicking,,22.13,?
330,xoom_internet_movies_2,xoom,,xoom_internet_movies_2,,22.9,?
331,multipurpose_continuous_checks,,144.59,n106788_veritas_sitestor_v_12_media_and_documentation_set_cd_linux_win_s,,68.02,?
332,encore_software_11192_scrabble_champion_edition_win_98_me_2000_xp,,18.97,brighter_minds_land_before_time_kindergarten,brightermindsmediainc,9.99,?
333,hp_c7130b_color_laserjet_5550_500sheet_input_tray,hewlett_packard,,adobe_solution_expert_support,adobe,299.0,?
334,print_shop_deluxe_21,,44.9,photo_explosion_deluxe_30,nova_development,49.99,?
335,encore_software_10871_family_tree_maker_version_16_deluxe_sb_cs_by_family_tree_maker,,57.97,colorvision_spydertv_pro,,599.99,?
336,fsecure_internet_security_2007_3_pcs_global_marketing_partners,globalmarketingpartners,63.35,smart_steps_4th_grade_jc,dorlingkindersleymultimedia_dk,11.95,?
337,microsoft_productivity_pack_for_windows_mobile,microsoft,29.99,abacus_usaworld_extreme_landscapes_bundle,,38.43,?
338,ulead_systems_dvd_workshop_2,ulead_systems,494.99,corel_ulead_dvd_workshop_2_authoring_software,,299.95,?
339,hoyle_card_games_jewel_case,encore_software,9.99,encore_software_10025_hoyle_card_games_win_98_me_2000_xp,,7.47,?
340,nonfunctional_requirements_in_software_engineering_by_lawrence_chung,,258.0,avid_xpress_pro_hd_video_editing_software_academic_win_and_mac_professional_editing_software,,295.0,?
341,punch_software_38100_punch_super_home_suite_small_box,punch_software,45.99,ableton_live_6_software_upgrade_to_live_6_for_owners_of_live_5_music_production_software,,219.0,?
342,popup_stopper_professional,panicware,29.99,csdc_popup_stopper_professional_panicware,,26.14,?
343,punch_software_90500_home_design_studio_mac,punch_software,135.99,adobe_cs3_design_standard_upsell,,934.99,?
344,adobe_premiere_pro_cs3,adobe,799.0,premiere_pro_cs3_mac,,808.15,?
345,adobe_acrobat_capture_30_22101258,adobe,299.99,sony_playstation_2_beatmania,,19.99,?
346,peachtree_r_compatible_continuous_checksaccounting_for_windows_802004_version,,91.59,633808035020_wasp_nest_ccd_suite_business_edition_complete_package_1_user_cd_win,,179.03,?
347,victory_multimedia_swolf6r_submitwolf_v6_0_9xment_2kxp_by_trellian_llc_free_shipping,,145.0,3_great_games_for_guys,dreamcatcher_interactive,29.99,?
348,vivendiuniversal_games_inc_swat_4,,18.77,upgr_op6_pro_100_to_op7_pro_100,,98.99,?
349,mike_dowling_homespun_swing_guitar_improvising_hot_lead_solos,,29.4,633808105020_wasp_bar_code_labeler_complete_package_3_users_cd_win_english,,195.77,?
350,corel_snapfire_plus_ignite_photo_fun,corel,39.99,corel_corporation_corel_snapfire_plus,,37.2,?
